Date,AQI,Temperature,Humidity,Traffic_Level
2025-08-03 03:00:00,181.0,37.0,78,3
2025-08-03 04:00:00,138.0,32.0,86,6
2025-08-03 05:00:00,109.0,24.0,53,2
2025-08-03 06:00:00,,20.0,33,2
2025-08-03 07:00:00,58.0,20.0,41,9
2025-08-03 08:00:00,139.0,37.0,88,7
2025-08-03 09:00:00,102.0,34.0,87,3
2025-08-03 10:00:00,179.0,36.0,66,1
2025-08-03 11:00:00,133.0,,66,8
2025-08-03 12:00:00,141.0,,72,6
2025-08-03 13:00:00,160.0,32.0,89,7
2025-08-03 14:00:00,237.0,20.0,35,9
2025-08-03 15:00:00,248.0,21.0,68,5
2025-08-03 16:00:00,221.0,28.0,85,1
2025-08-03 17:00:00,57.0,22.0,75,7
2025-08-03 18:00:00,224.0,20.0,53,5
2025-08-03 19:00:00,84.0,35.0,40,3
2025-08-03 20:00:00,130.0,25.0,42,9
2025-08-03 21:00:00,213.0,36.0,63,1
2025-08-03 22:00:00,99.0,24.0,54,1
2025-08-03 23:00:00,153.0,24.0,36,1
2025-08-04 00:00:00,181.0,25.0,81,3
2025-08-04 01:00:00,51.0,22.0,33,6
2025-08-04 02:00:00,183.0,24.0,88,3
2025-08-04 03:00:00,103.0,24.0,37,8
2025-08-04 04:00:00,155.0,29.0,49,2
2025-08-04 05:00:00,,29.0,58,9
2025-08-04 06:00:00,103.0,38.0,83,3
2025-08-04 07:00:00,240.0,36.0,82,5
2025-08-04 08:00:00,195.0,33.0,80,8
2025-08-04 09:00:00,93.0,28.0,74,2
2025-08-04 10:00:00,211.0,33.0,75,6
2025-08-04 11:00:00,239.0,20.0,39,5
2025-08-04 12:00:00,63.0,38.0,72,9
2025-08-04 13:00:00,144.0,32.0,63,5
2025-08-04 14:00:00,97.0,32.0,86,2
2025-08-04 15:00:00,,23.0,55,5
2025-08-04 16:00:00,249.0,20.0,70,4
2025-08-04 17:00:00,239.0,36.0,78,7
2025-08-04 18:00:00,89.0,27.0,87,6
2025-08-04 19:00:00,131.0,21.0,32,2
2025-08-04 20:00:00,160.0,27.0,85,5
2025-08-04 21:00:00,102.0,26.0,35,7
2025-08-04 22:00:00,73.0,21.0,34,7
2025-08-04 23:00:00,203.0,22.0,34,5
2025-08-05 00:00:00,237.0,37.0,83,9
2025-08-05 01:00:00,173.0,31.0,76,4
2025-08-05 02:00:00,90.0,20.0,52,3
2025-08-05 03:00:00,206.0,31.0,78,4
2025-08-05 04:00:00,64.0,24.0,38,5
2025-08-05 05:00:00,94.0,36.0,64,6
2025-08-05 06:00:00,114.0,35.0,49,3
2025-08-05 07:00:00,138.0,34.0,87,2
2025-08-05 08:00:00,120.0,34.0,78,4
2025-08-05 09:00:00,58.0,24.0,88,5
2025-08-05 10:00:00,137.0,33.0,71,4
2025-08-05 11:00:00,178.0,21.0,64,3
2025-08-05 12:00:00,185.0,30.0,79,8
2025-08-05 13:00:00,112.0,,47,4
2025-08-05 14:00:00,188.0,26.0,46,2
2025-08-05 15:00:00,130.0,25.0,53,2
2025-08-05 16:00:00,185.0,21.0,32,1
2025-08-05 17:00:00,212.0,25.0,61,4
2025-08-05 18:00:00,212.0,37.0,64,9
2025-08-05 19:00:00,82.0,21.0,67,7
2025-08-05 20:00:00,172.0,37.0,42,7
2025-08-05 21:00:00,54.0,34.0,85,7
2025-08-05 22:00:00,90.0,38.0,76,8
2025-08-05 23:00:00,77.0,21.0,54,1
2025-08-06 00:00:00,,39.0,38,8
2025-08-06 01:00:00,121.0,25.0,33,4
2025-08-06 02:00:00,61.0,20.0,43,4
2025-08-06 03:00:00,211.0,34.0,66,4
2025-08-06 04:00:00,82.0,29.0,63,6
2025-08-06 05:00:00,97.0,38.0,40,7
2025-08-06 06:00:00,200.0,36.0,70,6
2025-08-06 07:00:00,111.0,24.0,85,1
2025-08-06 08:00:00,86.0,23.0,32,8
2025-08-06 09:00:00,148.0,29.0,88,7
2025-08-06 10:00:00,221.0,36.0,57,6
2025-08-06 11:00:00,153.0,29.0,58,6
2025-08-06 12:00:00,,36.0,38,5
2025-08-06 13:00:00,242.0,39.0,32,6
2025-08-06 14:00:00,150.0,24.0,54,9
2025-08-06 15:00:00,224.0,21.0,63,9
2025-08-06 16:00:00,180.0,25.0,41,8
2025-08-06 17:00:00,,21.0,71,9
2025-08-06 18:00:00,54.0,32.0,38,8
2025-08-06 19:00:00,191.0,30.0,44,8
2025-08-06 20:00:00,152.0,30.0,69,1
2025-08-06 21:00:00,76.0,35.0,54,5
2025-08-06 22:00:00,186.0,30.0,34,4
2025-08-06 23:00:00,64.0,38.0,40,2
2025-08-07 00:00:00,139.0,34.0,88,8
2025-08-07 01:00:00,91.0,35.0,63,3
2025-08-07 02:00:00,173.0,30.0,53,4
2025-08-07 03:00:00,228.0,35.0,89,7
2025-08-07 04:00:00,112.0,27.0,44,9
2025-08-07 05:00:00,,,67,2
2025-08-07 06:00:00,101.0,27.0,37,3
2025-08-07 07:00:00,145.0,23.0,88,4
2025-08-07 08:00:00,181.0,22.0,34,1
2025-08-07 09:00:00,200.0,22.0,77,7
2025-08-07 10:00:00,192.0,37.0,55,2
2025-08-07 11:00:00,220.0,38.0,47,5
2025-08-07 12:00:00,78.0,38.0,35,1
2025-08-07 13:00:00,85.0,24.0,66,3
2025-08-07 14:00:00,62.0,37.0,89,2
2025-08-07 15:00:00,209.0,29.0,77,1
2025-08-07 16:00:00,120.0,25.0,42,7
2025-08-07 17:00:00,236.0,20.0,57,5
2025-08-07 18:00:00,135.0,24.0,34,1
2025-08-07 19:00:00,77.0,28.0,42,6
2025-08-07 20:00:00,115.0,31.0,46,5
2025-08-07 21:00:00,219.0,33.0,79,3
2025-08-07 22:00:00,94.0,21.0,69,7
2025-08-07 23:00:00,111.0,36.0,74,9
2025-08-08 00:00:00,,33.0,61,9
2025-08-08 01:00:00,183.0,32.0,58,9
2025-08-08 02:00:00,77.0,28.0,80,2
2025-08-08 03:00:00,77.0,34.0,87,3
2025-08-08 04:00:00,157.0,34.0,32,7
2025-08-08 05:00:00,93.0,,85,5
2025-08-08 06:00:00,133.0,35.0,69,2
2025-08-08 07:00:00,79.0,36.0,63,3
2025-08-08 08:00:00,239.0,23.0,69,6
2025-08-08 09:00:00,124.0,20.0,56,7
2025-08-08 10:00:00,177.0,27.0,42,9
2025-08-08 11:00:00,,36.0,74,1
2025-08-08 12:00:00,239.0,22.0,62,7
2025-08-08 13:00:00,,39.0,35,8
2025-08-08 14:00:00,170.0,34.0,53,3
2025-08-08 15:00:00,76.0,34.0,48,4
2025-08-08 16:00:00,,33.0,45,6
2025-08-08 17:00:00,170.0,,69,7
2025-08-08 18:00:00,165.0,21.0,57,4
2025-08-08 19:00:00,52.0,32.0,62,8
2025-08-08 20:00:00,152.0,33.0,88,5
2025-08-08 21:00:00,247.0,38.0,88,1
2025-08-08 22:00:00,249.0,26.0,77,4
2025-08-08 23:00:00,204.0,22.0,70,3
2025-08-09 00:00:00,186.0,34.0,42,9
2025-08-09 01:00:00,111.0,33.0,72,8
2025-08-09 02:00:00,214.0,30.0,74,1
2025-08-09 03:00:00,100.0,34.0,54,6
2025-08-09 04:00:00,221.0,32.0,82,9
2025-08-09 05:00:00,201.0,37.0,71,7
2025-08-09 06:00:00,,25.0,65,4
2025-08-09 07:00:00,,22.0,56,1
2025-08-09 08:00:00,209.0,38.0,67,2
2025-08-09 09:00:00,145.0,34.0,89,5
2025-08-09 10:00:00,229.0,24.0,36,5
2025-08-09 11:00:00,162.0,29.0,34,8
2025-08-09 12:00:00,111.0,26.0,72,6
2025-08-09 13:00:00,235.0,36.0,74,8
2025-08-09 14:00:00,101.0,26.0,87,2
2025-08-09 15:00:00,,,86,3
2025-08-09 16:00:00,88.0,36.0,80,6
2025-08-09 17:00:00,179.0,32.0,60,3
2025-08-09 18:00:00,180.0,39.0,52,6
2025-08-09 19:00:00,162.0,23.0,71,6
2025-08-09 20:00:00,150.0,29.0,39,2
2025-08-09 21:00:00,162.0,22.0,61,7
2025-08-09 22:00:00,233.0,28.0,72,2
2025-08-09 23:00:00,130.0,32.0,82,6
2025-08-10 00:00:00,236.0,37.0,59,1
2025-08-10 01:00:00,162.0,34.0,68,3
2025-08-10 02:00:00,51.0,23.0,60,2
2025-08-10 03:00:00,179.0,34.0,47,7
2025-08-10 04:00:00,103.0,21.0,65,4
2025-08-10 05:00:00,136.0,34.0,31,8
2025-08-10 06:00:00,178.0,27.0,43,6
2025-08-10 07:00:00,196.0,27.0,42,4
2025-08-10 08:00:00,175.0,36.0,58,5
2025-08-10 09:00:00,179.0,31.0,41,9
2025-08-10 10:00:00,102.0,38.0,68,7
2025-08-10 11:00:00,221.0,29.0,31,9
2025-08-10 12:00:00,209.0,28.0,61,7
2025-08-10 13:00:00,,24.0,42,1
2025-08-10 14:00:00,209.0,25.0,75,8
2025-08-10 15:00:00,117.0,39.0,56,4
2025-08-10 16:00:00,232.0,21.0,78,3
2025-08-10 17:00:00,233.0,32.0,70,7
2025-08-10 18:00:00,172.0,25.0,46,3
2025-08-10 19:00:00,194.0,24.0,69,8
2025-08-10 20:00:00,87.0,20.0,60,6
2025-08-10 21:00:00,73.0,25.0,63,5
2025-08-10 22:00:00,118.0,25.0,89,4
2025-08-10 23:00:00,165.0,35.0,53,8
2025-08-11 00:00:00,147.0,23.0,74,8
2025-08-11 01:00:00,247.0,30.0,64,1
2025-08-11 02:00:00,188.0,28.0,77,9
2025-08-11 03:00:00,193.0,22.0,35,5
2025-08-11 04:00:00,146.0,38.0,48,4
2025-08-11 05:00:00,173.0,27.0,59,6
2025-08-11 06:00:00,236.0,24.0,36,6
2025-08-11 07:00:00,119.0,23.0,39,2
2025-08-11 08:00:00,142.0,25.0,70,8
2025-08-11 09:00:00,52.0,21.0,61,7
2025-08-11 10:00:00,197.0,39.0,63,1
2025-08-11 11:00:00,236.0,30.0,57,5
2025-08-11 12:00:00,213.0,23.0,89,6
2025-08-11 13:00:00,196.0,34.0,44,4
2025-08-11 14:00:00,139.0,25.0,59,2
2025-08-11 15:00:00,,36.0,66,4
2025-08-11 16:00:00,196.0,25.0,58,1
2025-08-11 17:00:00,197.0,38.0,51,7
2025-08-11 18:00:00,145.0,21.0,33,2
2025-08-11 19:00:00,248.0,34.0,49,2
2025-08-11 20:00:00,101.0,30.0,61,9
2025-08-11 21:00:00,210.0,27.0,65,5
2025-08-11 22:00:00,217.0,38.0,79,2
2025-08-11 23:00:00,177.0,32.0,33,9
2025-08-12 00:00:00,88.0,31.0,56,9
2025-08-12 01:00:00,131.0,24.0,46,1
2025-08-12 02:00:00,153.0,25.0,41,3
2025-08-12 03:00:00,178.0,23.0,51,4
2025-08-12 04:00:00,60.0,38.0,46,7
2025-08-12 05:00:00,234.0,39.0,39,4
2025-08-12 06:00:00,227.0,20.0,83,2
2025-08-12 07:00:00,200.0,39.0,30,7
2025-08-12 08:00:00,208.0,36.0,51,6
2025-08-12 09:00:00,91.0,31.0,55,3
2025-08-12 10:00:00,148.0,34.0,85,6
2025-08-12 11:00:00,56.0,20.0,88,6
2025-08-12 12:00:00,193.0,33.0,47,5
2025-08-12 13:00:00,139.0,25.0,79,4
2025-08-12 14:00:00,161.0,24.0,43,1
2025-08-12 15:00:00,,30.0,76,6
2025-08-12 16:00:00,162.0,23.0,58,2
2025-08-12 17:00:00,51.0,32.0,41,3
2025-08-12 18:00:00,178.0,30.0,65,8
2025-08-12 19:00:00,97.0,22.0,88,6
2025-08-12 20:00:00,189.0,20.0,64,3
2025-08-12 21:00:00,246.0,25.0,81,7
2025-08-12 22:00:00,86.0,,41,4
2025-08-12 23:00:00,209.0,29.0,36,9
2025-08-13 00:00:00,58.0,24.0,58,5
2025-08-13 01:00:00,148.0,29.0,40,3
2025-08-13 02:00:00,196.0,31.0,62,2
2025-08-13 03:00:00,97.0,,35,2
2025-08-13 04:00:00,180.0,32.0,76,3
2025-08-13 05:00:00,197.0,27.0,44,2
2025-08-13 06:00:00,201.0,21.0,61,4
2025-08-13 07:00:00,103.0,39.0,80,2
2025-08-13 08:00:00,169.0,20.0,40,9
2025-08-13 09:00:00,210.0,24.0,87,2
2025-08-13 10:00:00,201.0,28.0,52,9
2025-08-13 11:00:00,165.0,36.0,55,6
2025-08-13 12:00:00,124.0,28.0,63,1
2025-08-13 13:00:00,162.0,30.0,75,4
2025-08-13 14:00:00,,34.0,63,1
2025-08-13 15:00:00,213.0,25.0,58,6
2025-08-13 16:00:00,215.0,,33,4
2025-08-13 17:00:00,153.0,36.0,46,3
2025-08-13 18:00:00,133.0,24.0,64,3
2025-08-13 19:00:00,161.0,31.0,42,9
2025-08-13 20:00:00,148.0,37.0,70,6
2025-08-13 21:00:00,202.0,33.0,68,9
2025-08-13 22:00:00,142.0,30.0,44,5
2025-08-13 23:00:00,195.0,28.0,84,2
2025-08-14 00:00:00,177.0,21.0,58,8
2025-08-14 01:00:00,159.0,31.0,58,5
2025-08-14 02:00:00,131.0,22.0,40,2
2025-08-14 03:00:00,243.0,22.0,81,4
2025-08-14 04:00:00,103.0,20.0,61,9
2025-08-14 05:00:00,212.0,27.0,31,4
2025-08-14 06:00:00,238.0,27.0,76,4
2025-08-14 07:00:00,218.0,30.0,43,2
2025-08-14 08:00:00,,28.0,49,6
2025-08-14 09:00:00,117.0,24.0,51,2
2025-08-14 10:00:00,82.0,33.0,40,7
2025-08-14 11:00:00,191.0,22.0,56,3
2025-08-14 12:00:00,70.0,24.0,32,3
2025-08-14 13:00:00,97.0,24.0,46,5
2025-08-14 14:00:00,197.0,38.0,73,3
2025-08-14 15:00:00,,33.0,85,2
2025-08-14 16:00:00,185.0,23.0,57,9
2025-08-14 17:00:00,184.0,32.0,58,2
2025-08-14 18:00:00,244.0,29.0,50,2
2025-08-14 19:00:00,194.0,37.0,76,8
2025-08-14 20:00:00,177.0,27.0,45,9
2025-08-14 21:00:00,82.0,27.0,66,7
2025-08-14 22:00:00,225.0,26.0,88,3
2025-08-14 23:00:00,236.0,27.0,49,9
2025-08-15 00:00:00,164.0,33.0,35,3
2025-08-15 01:00:00,168.0,38.0,48,5
2025-08-15 02:00:00,71.0,25.0,86,9
2025-08-15 03:00:00,207.0,20.0,34,3
2025-08-15 04:00:00,87.0,34.0,32,7
2025-08-15 05:00:00,158.0,20.0,88,1
2025-08-15 06:00:00,100.0,36.0,30,4
2025-08-15 07:00:00,231.0,20.0,87,4
2025-08-15 08:00:00,57.0,34.0,89,7
2025-08-15 09:00:00,76.0,21.0,67,8
2025-08-15 10:00:00,76.0,33.0,44,1
2025-08-15 11:00:00,70.0,27.0,63,5
2025-08-15 12:00:00,,27.0,64,7
2025-08-15 13:00:00,146.0,38.0,78,4
2025-08-15 14:00:00,77.0,26.0,54,4
2025-08-15 15:00:00,160.0,38.0,53,4
2025-08-15 16:00:00,241.0,25.0,41,6
2025-08-15 17:00:00,246.0,25.0,47,7
2025-08-15 18:00:00,110.0,22.0,44,2
2025-08-15 19:00:00,97.0,26.0,73,5
2025-08-15 20:00:00,196.0,38.0,45,4
2025-08-15 21:00:00,,27.0,56,3
2025-08-15 22:00:00,84.0,29.0,37,7
2025-08-15 23:00:00,241.0,39.0,89,6
2025-08-16 00:00:00,98.0,34.0,75,7
2025-08-16 01:00:00,66.0,34.0,54,5
2025-08-16 02:00:00,221.0,20.0,46,6
2025-08-16 03:00:00,207.0,39.0,58,5
2025-08-16 04:00:00,95.0,26.0,82,7
2025-08-16 05:00:00,166.0,23.0,37,2
2025-08-16 06:00:00,55.0,25.0,44,5
2025-08-16 07:00:00,148.0,20.0,56,6
2025-08-16 08:00:00,173.0,24.0,75,6
2025-08-16 09:00:00,86.0,20.0,79,5
2025-08-16 10:00:00,73.0,23.0,81,7
2025-08-16 11:00:00,142.0,21.0,36,8
2025-08-16 12:00:00,95.0,29.0,32,7
2025-08-16 13:00:00,230.0,24.0,58,5
2025-08-16 14:00:00,144.0,29.0,73,1
2025-08-16 15:00:00,148.0,20.0,82,5
2025-08-16 16:00:00,237.0,25.0,53,2
2025-08-16 17:00:00,165.0,32.0,89,5
2025-08-16 18:00:00,240.0,34.0,87,5
2025-08-16 19:00:00,209.0,23.0,32,2
2025-08-16 20:00:00,210.0,32.0,49,5
2025-08-16 21:00:00,116.0,39.0,75,4
2025-08-16 22:00:00,177.0,34.0,44,1
2025-08-16 23:00:00,67.0,27.0,54,3
2025-08-17 00:00:00,74.0,,59,1
2025-08-17 01:00:00,103.0,34.0,43,5
2025-08-17 02:00:00,107.0,23.0,36,4
2025-08-17 03:00:00,116.0,31.0,46,7
2025-08-17 04:00:00,153.0,32.0,73,5
2025-08-17 05:00:00,223.0,21.0,49,4
2025-08-17 06:00:00,73.0,38.0,65,2
2025-08-17 07:00:00,163.0,38.0,38,4
2025-08-17 08:00:00,81.0,23.0,67,2
2025-08-17 09:00:00,224.0,23.0,77,8
2025-08-17 10:00:00,135.0,,86,3
2025-08-17 11:00:00,200.0,24.0,89,9
2025-08-17 12:00:00,,39.0,51,4
2025-08-17 13:00:00,176.0,30.0,83,6
2025-08-17 14:00:00,204.0,29.0,82,5
2025-08-17 15:00:00,179.0,,82,1
2025-08-17 16:00:00,66.0,25.0,31,9
2025-08-17 17:00:00,153.0,,53,1
2025-08-17 18:00:00,210.0,27.0,37,8
2025-08-17 19:00:00,186.0,34.0,40,9
2025-08-17 20:00:00,92.0,33.0,42,9
2025-08-17 21:00:00,225.0,30.0,46,1
2025-08-17 22:00:00,88.0,31.0,37,2
2025-08-17 23:00:00,,32.0,50,1
2025-08-18 00:00:00,75.0,27.0,47,2
2025-08-18 01:00:00,148.0,37.0,59,8
2025-08-18 02:00:00,99.0,20.0,47,5
2025-08-18 03:00:00,202.0,34.0,75,7
2025-08-18 04:00:00,201.0,27.0,76,2
2025-08-18 05:00:00,62.0,30.0,60,8
2025-08-18 06:00:00,109.0,31.0,67,6
2025-08-18 07:00:00,184.0,31.0,61,8
2025-08-18 08:00:00,106.0,23.0,40,1
2025-08-18 09:00:00,,35.0,74,1
2025-08-18 10:00:00,222.0,23.0,54,7
2025-08-18 11:00:00,69.0,24.0,62,8
2025-08-18 12:00:00,114.0,24.0,89,3
2025-08-18 13:00:00,57.0,27.0,67,5
2025-08-18 14:00:00,193.0,29.0,70,1
2025-08-18 15:00:00,191.0,,37,7
2025-08-18 16:00:00,,28.0,40,5
2025-08-18 17:00:00,192.0,38.0,51,8
2025-08-18 18:00:00,141.0,33.0,80,8
2025-08-18 19:00:00,147.0,27.0,53,9
2025-08-18 20:00:00,115.0,28.0,70,7
2025-08-18 21:00:00,81.0,30.0,46,1
2025-08-18 22:00:00,240.0,20.0,41,3
2025-08-18 23:00:00,135.0,33.0,86,8
2025-08-19 00:00:00,100.0,24.0,75,3
2025-08-19 01:00:00,202.0,33.0,61,8
2025-08-19 02:00:00,235.0,,44,1
2025-08-19 03:00:00,112.0,20.0,45,5
2025-08-19 04:00:00,239.0,38.0,83,4
2025-08-19 05:00:00,174.0,27.0,51,5
2025-08-19 06:00:00,199.0,34.0,57,8
2025-08-19 07:00:00,107.0,34.0,49,4
2025-08-19 08:00:00,107.0,28.0,62,4
2025-08-19 09:00:00,135.0,28.0,39,3
2025-08-19 10:00:00,98.0,29.0,69,7
2025-08-19 11:00:00,229.0,39.0,61,3
2025-08-19 12:00:00,219.0,28.0,79,3
2025-08-19 13:00:00,,22.0,89,5
2025-08-19 14:00:00,64.0,39.0,62,5
2025-08-19 15:00:00,103.0,30.0,31,6
2025-08-19 16:00:00,237.0,,62,8
2025-08-19 17:00:00,150.0,21.0,62,6
2025-08-19 18:00:00,57.0,26.0,70,1
2025-08-19 19:00:00,102.0,37.0,42,8
2025-08-19 20:00:00,109.0,21.0,59,8
2025-08-19 21:00:00,157.0,36.0,62,9
2025-08-19 22:00:00,54.0,30.0,42,9
2025-08-19 23:00:00,152.0,31.0,81,2
2025-08-20 00:00:00,245.0,38.0,55,2
2025-08-20 01:00:00,55.0,26.0,51,3
2025-08-20 02:00:00,158.0,39.0,68,1
2025-08-20 03:00:00,165.0,25.0,31,4
2025-08-20 04:00:00,143.0,20.0,67,4
2025-08-20 05:00:00,96.0,36.0,68,9
2025-08-20 06:00:00,148.0,30.0,55,9
2025-08-20 07:00:00,,37.0,75,9
2025-08-20 08:00:00,217.0,36.0,87,7
2025-08-20 09:00:00,101.0,26.0,79,2
2025-08-20 10:00:00,,36.0,44,5
2025-08-20 11:00:00,62.0,39.0,63,4
2025-08-20 12:00:00,163.0,28.0,71,8
2025-08-20 13:00:00,173.0,,84,2
2025-08-20 14:00:00,155.0,39.0,73,6
2025-08-20 15:00:00,207.0,27.0,78,5
2025-08-20 16:00:00,196.0,36.0,69,2
2025-08-20 17:00:00,194.0,26.0,40,1
2025-08-20 18:00:00,169.0,20.0,32,8
2025-08-20 19:00:00,112.0,32.0,88,2
2025-08-20 20:00:00,68.0,38.0,35,7
2025-08-20 21:00:00,141.0,38.0,38,9
2025-08-20 22:00:00,107.0,36.0,35,9
2025-08-20 23:00:00,232.0,32.0,38,8
2025-08-21 00:00:00,139.0,35.0,68,9
2025-08-21 01:00:00,166.0,27.0,60,2
2025-08-21 02:00:00,111.0,38.0,61,6
2025-08-21 03:00:00,,37.0,70,4
2025-08-21 04:00:00,176.0,20.0,79,4
2025-08-21 05:00:00,186.0,33.0,41,5
2025-08-21 06:00:00,189.0,38.0,37,3
2025-08-21 07:00:00,178.0,34.0,37,1
2025-08-21 08:00:00,,37.0,79,8
2025-08-21 09:00:00,171.0,21.0,57,5
2025-08-21 10:00:00,50.0,36.0,49,3
2025-08-21 11:00:00,83.0,37.0,76,7
2025-08-21 12:00:00,145.0,25.0,88,7
2025-08-21 13:00:00,175.0,38.0,36,1
2025-08-21 14:00:00,167.0,23.0,40,9
2025-08-21 15:00:00,97.0,20.0,49,2
2025-08-21 16:00:00,138.0,27.0,45,5
2025-08-21 17:00:00,166.0,26.0,33,5
2025-08-21 18:00:00,178.0,22.0,35,8
2025-08-21 19:00:00,,29.0,87,8
2025-08-21 20:00:00,238.0,29.0,51,7
2025-08-21 21:00:00,241.0,38.0,55,7
2025-08-21 22:00:00,240.0,33.0,32,6
2025-08-21 23:00:00,118.0,21.0,70,6
2025-08-22 00:00:00,71.0,20.0,89,9
2025-08-22 01:00:00,142.0,37.0,71,6
2025-08-22 02:00:00,244.0,26.0,43,2
2025-08-22 03:00:00,125.0,27.0,40,2
2025-08-22 04:00:00,203.0,20.0,47,5
2025-08-22 05:00:00,193.0,22.0,83,4
2025-08-22 06:00:00,228.0,27.0,41,2
2025-08-22 07:00:00,135.0,34.0,52,3
2025-08-22 08:00:00,234.0,,41,7
2025-08-22 09:00:00,78.0,22.0,42,8
2025-08-22 10:00:00,118.0,,54,6
2025-08-22 11:00:00,96.0,20.0,74,5
2025-08-22 12:00:00,143.0,34.0,80,1
2025-08-22 13:00:00,239.0,27.0,87,8
2025-08-22 14:00:00,246.0,21.0,48,3
2025-08-22 15:00:00,193.0,22.0,84,6
2025-08-22 16:00:00,,,75,3
2025-08-22 17:00:00,134.0,33.0,65,7
2025-08-22 18:00:00,88.0,30.0,74,7
2025-08-22 19:00:00,149.0,35.0,37,9
2025-08-22 20:00:00,82.0,23.0,58,5
2025-08-22 21:00:00,150.0,39.0,84,8
2025-08-22 22:00:00,72.0,24.0,82,8
2025-08-22 23:00:00,59.0,33.0,84,1
2025-08-23 00:00:00,118.0,35.0,61,5
2025-08-23 01:00:00,149.0,37.0,80,3
2025-08-23 02:00:00,83.0,26.0,73,1
2025-08-23 03:00:00,229.0,29.0,47,4
2025-08-23 04:00:00,187.0,26.0,35,8
2025-08-23 05:00:00,196.0,20.0,47,3
2025-08-23 06:00:00,235.0,38.0,48,2
2025-08-23 07:00:00,145.0,35.0,51,9
2025-08-23 08:00:00,50.0,38.0,66,5
2025-08-23 09:00:00,118.0,23.0,61,7
2025-08-23 10:00:00,53.0,37.0,85,2
2025-08-23 11:00:00,65.0,21.0,70,9
2025-08-23 12:00:00,73.0,20.0,88,9
2025-08-23 13:00:00,129.0,34.0,32,4
2025-08-23 14:00:00,51.0,24.0,57,4
2025-08-23 15:00:00,177.0,39.0,39,6
2025-08-23 16:00:00,209.0,30.0,80,6
2025-08-23 17:00:00,133.0,29.0,64,1
2025-08-23 18:00:00,201.0,21.0,58,9
2025-08-23 19:00:00,189.0,22.0,83,2
2025-08-23 20:00:00,227.0,31.0,44,5
2025-08-23 21:00:00,212.0,39.0,62,9
2025-08-23 22:00:00,173.0,24.0,36,4
2025-08-23 23:00:00,82.0,24.0,41,3
2025-08-24 00:00:00,210.0,25.0,78,7
2025-08-24 01:00:00,238.0,28.0,59,6
2025-08-24 02:00:00,228.0,21.0,50,8
2025-08-24 03:00:00,220.0,31.0,60,3
2025-08-24 04:00:00,150.0,22.0,87,5
2025-08-24 05:00:00,61.0,39.0,53,4
2025-08-24 06:00:00,116.0,31.0,49,4
2025-08-24 07:00:00,114.0,36.0,66,4
2025-08-24 08:00:00,210.0,29.0,33,8
2025-08-24 09:00:00,217.0,33.0,57,6
2025-08-24 10:00:00,123.0,36.0,73,3
2025-08-24 11:00:00,92.0,37.0,49,5
